Код министерства;Наименование министерства;Наименование раздела сайта с декларациями;Ссылка на раздел сайта с декларациями;Год;Наименование файла с декларациями;Ссылка на файл с декларациями;Формат файла
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2018-god/;2018;Департамент развития сельских территорий;https://mcx.gov.ru/upload/iblock/a13/a138186d1c3e412d0568c01ae2363cbd.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Руководство;https://mcx.gov.ru/upload/iblock/1d4/1d455c4ddbde0555edf92c27c67ef384.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Административный департамент;https://mcx.gov.ru/upload/iblock/f74/f74b955ed28476a7dcf715636b26d622.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент бюджетной политики и государственных закупок;https://mcx.gov.ru/upload/iblock/ccf/ccf69170efce95fbe719093232802bdb.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент ветеринарии;https://mcx.gov.ru/upload/iblock/29c/29cce0ff381b508d21546614790a4075.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент животноводства и племенного дела;https://mcx.gov.ru/upload/iblock/dac/dacdcc31258bc6d445ccf99c921fefda.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент земельной политики, имущественных отношений и госсобственности;https://mcx.gov.ru/upload/iblock/a05/a059d79dac695871cb2b7bae4dcc9c7d.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент информационной политики и специальных проектов;https://mcx.gov.ru/upload/iblock/027/0279947b617c04055ca4545d7eb0df1f.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент международного сотудничества;https://mcx.gov.ru/upload/iblock/878/878d67582655437b543d38cafaad9355.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент мелиорации;https://mcx.gov.ru/upload/iblock/701/7019c848542fc15b9a2404ceab7c5110.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент научно-технологической политики и образования;https://mcx.gov.ru/upload/iblock/b69/b696b55dde9eb1dc817881ecec60aeb7.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент пищевой и перерабатывающей промышленности;https://mcx.gov.ru/upload/iblock/b06/b06e608c2d42b017f5fa63c3365804bd.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент правового обеспечения;https://mcx.gov.ru/upload/iblock/101/10118fe2d1c8e018778942a3eb828cb9.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент развития и управления государственными информационными ресурсами АПК;https://mcx.gov.ru/upload/iblock/220/2203b6487a348c98a63718299a9344f1.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент развития сельских территорий;https://mcx.gov.ru/upload/iblock/1fb/1fbe72da3bc608bbabce9792579f18c9.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент растениеводства, механизации, химизации и защиты растений;https://mcx.gov.ru/upload/iblock/76e/76ec90c25972028e064928ca64deb283.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент регулирования в сфере рыбного хозяйства и аквакультуры (рыбоводства);https://mcx.gov.ru/upload/iblock/4e3/4e39984f666a28202a204ac318e8ea5f.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент регулирования рынков АПК;https://mcx.gov.ru/upload/iblock/8c6/8c6922bc32795776c66d2a16ac3a4923.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Департамент экономики и государственной поддержки АПК;https://mcx.gov.ru/upload/iblock/f70/f70686f63b33577121454e2f98063add.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Отдел по защите гос тайны;https://mcx.gov.ru/upload/iblock/aed/aed8f3b2985a9066fb69a4cfa1f6cc01.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2017-god/;2017;Отдел по организации мероприятий по мобилизационной подготове и мобилизации;https://mcx.gov.ru/upload/iblock/21d/21d91e703dea1a6b217b42ef4ea753fe.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Руководство;https://mcx.gov.ru/upload/iblock/a62/a62275e4ee7579f22ede8a6c8d01325b.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент бюджетной политики и государственных закупок;https://mcx.gov.ru/upload/iblock/5ba/5ba1e39d39d2c63f91ee2fe2e95e8c5e.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент ветеринарии;https://mcx.gov.ru/upload/iblock/e48/e4868934cb9c6ac7cf95ff8f3358f9fb.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент государственной службы, кадров и противодействия коррупции;https://mcx.gov.ru/upload/iblock/d7d/d7d22a84d214c41ac575fc209d31dc50.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент животноводства и племенного дела;https://mcx.gov.ru/upload/iblock/05c/05c660b636a614a093ecedb0823a6bfb.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент земельной политики, имущественных отношений и госсобственности;https://mcx.gov.ru/upload/iblock/787/7872ff5bfe1e6f0d86eafa0ec36a886f.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент информационной политики и специальных проектов;https://mcx.gov.ru/upload/iblock/0ff/0ffa7a45db417279eb3fa660b2d126c5.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент международного сотудничества;https://mcx.gov.ru/upload/iblock/f55/f55c3d9999ee578460a02cfe583924c8.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент мелиорации;https://mcx.gov.ru/upload/iblock/6d2/6d2545da62796c881ba49c890875e092.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент научно-технологической политики и образования;https://mcx.gov.ru/upload/iblock/834/834d3e717d5bf64a1b74b2e49d96569c.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент пищевой и перерабатывающей промышленности;https://mcx.gov.ru/upload/iblock/f24/f24404a015a1b244d0f454cd0dccc5ad.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент правового обеспечения;https://mcx.gov.ru/upload/iblock/b94/b9459d0377101efca5a40e20e8c2938f.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент развития и управления государственными информационными ресурсами АПК;https://mcx.gov.ru/upload/iblock/aa8/aa89fb5840978f3d03b42b487ef20882.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент развития сельских территория;https://mcx.gov.ru/upload/iblock/849/8499011dacc6e262b27fd849f0cae3c5.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент растениеводства, механизации, химизации и защиты растений;https://mcx.gov.ru/upload/iblock/a0d/a0dedd51981b67528532ba447bade66c.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент регулирования в сфере рыбного хозяйства и аквакультуры (рыбоводства);https://mcx.gov.ru/upload/iblock/f73/f73dda69304506570cd71c11588b38e0.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент регулирования рынков АПК;https://mcx.gov.ru/upload/iblock/342/34254eb9416d7f6b247fd679b7c6fb82.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент управления делами и организационной работы;https://mcx.gov.ru/upload/iblock/c90/c903db40a49cdb9c78a0643224f0f4ef.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Департамент экономики и государственной поддержки АПК;https://mcx.gov.ru/upload/iblock/1e4/1e4993df1f83464cdde2d589f336e1cb.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2016-god/;2016;Отдел по организации мероприятий по мобилизационной подготове и мобилизации;https://mcx.gov.ru/upload/iblock/66b/66ba8b64ba0f420a9b149dce96d1d64a.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Руководство;https://mcx.gov.ru/upload/iblock/681/6811996d37abc3064283679153c599e9.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент бюджетной политики и государственных закупок;https://mcx.gov.ru/upload/iblock/9a3/9a3adbf32cac63de6645c14860ac647b.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент ветеринарии;https://mcx.gov.ru/upload/iblock/65b/65bf301b40a665cfa29221daa06f8c65.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент государственной службы и кадров;https://mcx.gov.ru/upload/iblock/387/38742e38d66d0ba167871b4be554a600.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент животноводства и племенного дела;https://mcx.gov.ru/upload/iblock/8f5/8f54b2f86dd653bd9dca26c34571505a.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент земельной политики, имущественных отношений и госсобственности;https://mcx.gov.ru/upload/iblock/270/270dbfe8e6c891e83a1cf2109bf0fdbf.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент международного сотрудничества;https://mcx.gov.ru/upload/iblock/e7a/e7ace5217f78d20cacfa09f5c616b74b.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент мелиорации;https://mcx.gov.ru/upload/iblock/ec7/ec7afed132c918c81ff60b297e8cf161.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент научно-технологической политики и образования;https://mcx.gov.ru/upload/iblock/7de/7deba7b94b200103274aea3058bff961.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент правового обеспечения;https://mcx.gov.ru/upload/iblock/96b/96b13aeca42db82102bf6e382de9c246.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент растениеводства, химизации и защиты растений;https://mcx.gov.ru/upload/iblock/90a/90a288c3a2427f9872747a22c5bf2345.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент регулирования агропродовольственного рынка, пищевой и перерабатывающей промышленности;https://mcx.gov.ru/upload/iblock/d25/d255035dc87989693cf045180e14db04.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент регулирования в сфере рыбного хозяйства и аквакультуры (рыбоводства);https://mcx.gov.ru/upload/iblock/399/399d6ff39643f9195765c9d382584dba.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент сельского развития и социальной политики;https://mcx.gov.ru/upload/iblock/656/65605cb851c9b4c603ce2f6923932506.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент управления делами и организационной работы;https://mcx.gov.ru/upload/iblock/d00/d002ae86b8664fbbd119ce74a7b8807c.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Департамент экономики и государственной поддержки АПК;https://mcx.gov.ru/upload/iblock/7e8/7e81088871e5f043970a3637b497fdd8.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2015-god/;2015;Отдел по организации мероприятий по мобилизационной подготовки;https://mcx.gov.ru/upload/iblock/9d6/9d65cc4e5aeaea2bfa94cce0b6afe34d.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Руководство;https://mcx.gov.ru/upload/iblock/4ca/4cad5f7bb85e5a71b91b0607117bb524.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент ветеринарии;https://mcx.gov.ru/upload/iblock/10b/10baa647d86bddd653489309fe8ecc19.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент государственной службы и кадров;https://mcx.gov.ru/upload/iblock/287/2875c5967728af3f1c7153f94bd2a999.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент животноводства и племенного дела;https://mcx.gov.ru/upload/iblock/084/084189a39462ca1a916edf17adc6a94b.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент земельной политики, имущественных отношений и госсобственности;https://mcx.gov.ru/upload/iblock/0f3/0f34d154b8a7b8d7559f16e986f6fe23.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент международного сотрудничества;https://mcx.gov.ru/upload/iblock/f9a/f9a8e81aeb539c66903c5ab8ee3de82e.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент мелиорации;https://mcx.gov.ru/upload/iblock/9ef/9ef20575a54be9b2f7a1dc74c1fea915.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент научно-технологической политики и образования;https://mcx.gov.ru/upload/iblock/279/279c6fef58003361b3c5837110476178.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент правового обеспечения;https://mcx.gov.ru/upload/iblock/b3e/b3e3304aeb506b7221cb052116b73c12.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент растениеводства, химизации и защиты растений;https://mcx.gov.ru/upload/iblock/e9c/e9c9057f1d74bea60112fc89d697fac4.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент регулирования агропродовольственного рынка, пищевой и перерабатывающей промышленности;https://mcx.gov.ru/upload/iblock/d7f/d7fd4a160b4c34502233f318f52e28a8.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент регулирования в сфере рыбного хозяйства и аквакультуры (рыбоводства);https://mcx.gov.ru/upload/iblock/7c6/7c6d4d18fca126b24f00dd4b05904380.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент сельского развития и социальной политики;https://mcx.gov.ru/upload/iblock/949/949a81c370e85cdf3442dd423279d81c.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент управления делами и организационной работы;https://mcx.gov.ru/upload/iblock/146/146cfd2973e012f693070d1b6a196d6f.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент финансов и бюджетной политики;https://mcx.gov.ru/upload/iblock/a45/a450362334bf6102446051a22d2f0f56.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Департамент экономики и государственной поддержки АПК;https://mcx.gov.ru/upload/iblock/67c/67c6aeebeae23d3133428731d4403861.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Отдел по организации мероприятий по мобилизационной подготовке и мобилизации;https://mcx.gov.ru/upload/iblock/12c/12cefc600e9be9f856f34a7f4056aa32.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2014-god/;2014;Отдел по защите государственной тайны;https://mcx.gov.ru/upload/iblock/9e6/9e62d46f04735b43dd66d25a2df44ab4.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2013-god/;2013;Руководство;https://mcx.gov.ru/upload/iblock/25a/25adcaec7c586433f90b4ee82a2a1572.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2013-god/;2013;Департамент ветеринарии;https://mcx.gov.ru/upload/iblock/313/31362705874d763d8a21842bb3de1ca3.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2013-god/;2013;Департамент государственной службы и кадров;https://mcx.gov.ru/upload/iblock/04a/04aacbb5b5379162d7e30981cbc228da.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2013-god/;2013;Департамент животноводства и племенного дела;https://mcx.gov.ru/upload/iblock/485/485c57053e1bda974c7631fc905059d9.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2013-god/;2013;Департамент земельной политики, имущественных отношений и госсобственности;https://mcx.gov.ru/upload/iblock/edd/edd2b0ec03285ad552d2477ce36a3a96.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2013-god/;2013;Департамент международного сотрудничества;https://mcx.gov.ru/upload/iblock/168/168e12ccd56bab2ab8d73cd0cf6dc1f9.xls;xls
mcx;Министерство сельского хозяйства РФ;Противодействие коррупции/Сведения о доходах, расходах, об имуществе и обязательствах имущественного характера;https://mcx.gov.ru/activity/anti-corruption/information-on-income/info-2013-god/;2013;Департамент мелиорации;https://mcx.gov.ru/upload/iblock/6ff/6fff43cd8fa19e66631465187567c8e0.xls;xls
